lat,lon,date_iso,plant
37.0703,40.08499,2024-07-21,Mısır
36.81796,38.23979,2021-02-06,Domates
37.5824,38.9394,2023-01-09,Arpa
37.75435,39.21407,2022-05-18,Nohut
37.74356,37.94426,2020-12-05,Nohut
37.01176,40.18688,2021-10-27,Antep Fıstığı
37.41065,39.58283,2024-01-28,Mercimek
37.82791,39.18711,2023-12-14,Biber
37.1392,39.52652,2025-07-29,Biber
37.77766,39.85714,2021-08-16,Pamuk
36.7152,37.82811,2024-05-17,Mercimek
36.94453,38.37229,2020-12-09,Arpa
37.08658,37.80561,2022-11-21,Buğday
37.13486,38.63034,2022-09-26,Antep Fıstığı
36.77207,40.22813,2022-02-28,Buğday
37.58924,38.76461,2020-01-10,Arpa
37.57446,39.06277,2020-05-28,Arpa
36.80372,38.09988,2024-03-15,Biber
37.87137,39.46669,2020-07-08,Nohut
37.43319,39.45613,2021-09-10,Mercimek
37.60611,38.11682,2022-11-06,Nohut
37.13176,39.81413,2020-01-27,Antep Fıstığı
37.20886,38.60013,2020-09-11,Biber
37.86013,38.75299,2020-09-02,Biber
37.45373,39.24836,2020-08-27,Mısır
37.58629,38.61644,2020-01-04,Nohut
37.70998,39.68395,2021-09-18,Mısır
37.00898,38.00956,2024-02-22,Antep Fıstığı
37.35381,39.15795,2021-04-30,Biber
36.82259,38.95831,2021-02-22,Arpa
37.40593,37.94497,2021-11-01,Nohut
36.89329,38.91424,2023-07-19,Antep Fıstığı
37.60078,39.87527,2022-09-24,Domates
37.18268,39.75074,2022-06-01,Mısır
37.47176,39.38131,2022-03-10,Domates
37.56678,40.24785,2022-12-07,Antep Fıstığı
37.83687,40.04906,2025-10-07,Nohut
37.04916,39.7255,2020-03-30,Domates
36.76626,39.58262,2022-01-15,Mısır
36.76659,39.51569,2025-02-10,Arpa
37.21264,37.83132,2024-01-29,Biber
37.04864,39.89858,2024-06-12,Buğday
37.55593,39.55437,2022-09-14,Domates
37.33169,39.43346,2021-04-25,Buğday
37.21419,38.04541,2021-07-14,Biber
37.47539,38.88313,2022-10-02,Mercimek
37.46647,39.45012,2025-12-27,Arpa
36.86967,40.01437,2022-10-22,Buğday
37.22544,39.80487,2020-12-28,Antep Fıstığı
36.93388,39.33607,2023-12-03,Antep Fıstığı
36.96125,37.80526,2021-01-21,Biber
37.17699,39.68551,2024-01-03,Domates
37.821,39.08074,2020-10-01,Buğday
37.61062,40.22885,2021-11-15,Pamuk
37.10276,38.21054,2024-04-12,Pamuk
37.09464,38.46168,2023-01-29,Domates
37.92642,39.05367,2024-06-01,Mısır
37.46052,39.66019,2021-04-01,Pamuk
37.53065,39.98452,2021-03-11,Biber
37.91711,40.02529,2021-03-02,Domates
37.25595,39.23118,2024-10-29,Mısır
37.48007,38.44447,2020-12-12,Mısır
37.36507,38.38235,2020-03-09,Mercimek
37.4129,38.78803,2025-12-23,Pamuk
37.62342,39.56075,2022-07-26,Nohut
37.91011,37.99052,2020-07-26,Mercimek
37.08912,38.65057,2024-03-19,Mısır
37.65061,38.09363,2025-08-23,Antep Fıstığı
37.76983,39.16219,2022-12-19,Antep Fıstığı
37.79329,40.24542,2023-07-27,Mercimek
37.36278,39.61135,2024-07-28,Pamuk
37.27614,38.39022,2022-08-12,Biber
36.70777,38.33451,2025-08-09,Biber
37.25762,38.12293,2024-10-20,Domates
37.28226,38.29818,2020-11-27,Buğday
37.47133,40.11597,2023-10-25,Mısır
36.71969,39.56227,2022-03-06,Mısır
37.57925,38.23851,2021-12-25,Biber
37.42589,39.41099,2021-05-03,Biber
36.73399,37.81625,2021-11-27,Pamuk
37.4975,38.2047,2024-03-22,Domates
37.68692,39.79369,2023-07-15,Biber
37.73682,39.55215,2023-05-30,Mercimek
36.66925,38.99018,2023-07-17,Domates
37.4273,39.29038,2021-12-18,Domates
37.72564,40.15253,2022-03-19,Domates
37.04241,39.44305,2022-09-23,Arpa
36.9637,39.40702,2023-01-06,Pamuk
37.22041,40.24178,2024-12-21,Mısır
36.66341,39.34459,2020-02-05,Arpa
37.05099,38.04272,2022-05-31,Mercimek
37.90212,38.80232,2024-04-24,Biber
37.70411,38.13376,2020-08-10,Mercimek
37.1257,39.34935,2022-11-07,Biber
36.99622,39.81891,2021-04-22,Mısır
37.83352,38.03806,2025-09-07,Antep Fıstığı
37.52016,40.12065,2025-03-05,Antep Fıstığı
36.80944,39.77807,2020-05-27,Buğday
36.84957,37.97304,2025-04-23,Nohut
37.73475,39.22447,2023-08-22,Mısır
37.9435,38.27174,2025-01-15,Antep Fıstığı
37.79673,39.46964,2024-03-29,Domates
36.8129,40.03311,2024-03-30,Domates
37.66755,38.62035,2020-11-17,Biber
37.14625,39.05299,2021-09-01,Pamuk
36.69139,40.00685,2023-11-04,Mısır
37.21347,38.28285,2023-01-12,Mısır
37.03704,39.02481,2022-09-04,Biber
36.71702,38.01242,2024-06-07,Arpa
37.63232,39.0346,2021-10-10,Arpa
37.26371,38.79732,2020-12-08,Mısır
37.24752,39.93645,2020-02-11,Domates
37.40121,39.91255,2025-01-06,Nohut
37.92148,39.48162,2021-07-10,Antep Fıstığı
37.13435,39.63909,2021-02-02,Mercimek
36.90631,39.56126,2024-12-15,Domates
37.67825,38.68321,2024-09-01,Mercimek
36.7536,39.27201,2020-11-17,Antep Fıstığı
37.18438,38.68128,2022-11-29,Arpa
37.07483,40.24527,2020-08-22,Mercimek
37.46116,38.69985,2022-12-12,Pamuk
37.84468,38.60251,2020-06-19,Mercimek
37.88211,39.91475,2020-11-16,Nohut
37.43495,39.28521,2022-03-15,Arpa
37.63813,40.11983,2023-12-05,Mısır
37.38049,38.64132,2025-08-02,Pamuk
36.99836,39.21066,2025-05-01,Biber
37.06151,38.56867,2020-11-16,Arpa
36.91392,37.90786,2020-04-20,Antep Fıstığı
37.05755,39.33103,2021-04-08,Nohut
37.9164,39.15756,2023-04-09,Buğday
36.8365,38.63973,2020-01-06,Antep Fıstığı
37.86154,38.16872,2022-03-27,Pamuk
37.48724,37.94111,2020-04-27,Nohut
37.5094,38.88149,2021-09-18,Domates
37.46211,38.10725,2022-01-08,Mercimek
37.47999,40.07528,2022-03-05,Mercimek
37.12118,39.27331,2022-06-21,Pamuk
37.09844,38.83571,2022-09-15,Nohut
36.85601,38.66742,2020-09-02,Buğday
37.33056,39.02572,2020-07-22,Buğday
37.76771,38.2488,2023-04-28,Biber
37.2511,40.10069,2023-10-25,Buğday
37.058,37.82519,2025-08-13,Domates
37.52758,39.42834,2020-09-10,Nohut
37.8727,38.70056,2024-02-18,Mercimek
37.13026,38.55906,2020-09-14,Biber
36.82572,38.77078,2020-06-18,Domates
37.74619,38.03809,2025-11-28,Buğday
37.14358,38.11468,2025-05-15,Buğday
36.65927,38.67894,2022-10-23,Arpa
37.94482,39.29277,2024-10-30,Domates
37.45856,38.95038,2025-07-21,Pamuk
37.61635,39.00944,2020-04-10,Biber
37.53394,39.46145,2020-12-07,Mısır
37.53489,38.77323,2022-03-02,Domates
37.90217,39.09097,2023-06-14,Antep Fıstığı
37.68166,38.68353,2020-12-25,Antep Fıstığı
36.82353,39.05072,2025-09-25,Biber
36.72586,40.20099,2021-01-03,Biber
37.00568,38.83937,2021-08-14,Pamuk
36.93431,39.46653,2023-09-02,Mercimek
37.0169,39.41802,2022-02-23,Biber
37.15567,37.92131,2022-10-17,Arpa
37.72481,39.24242,2024-06-13,Mercimek
37.88635,40.08239,2020-02-21,Pamuk
37.41964,39.10725,2021-05-31,Mercimek
37.20384,38.65046,2021-01-16,Antep Fıstığı
37.22998,38.85005,2023-05-09,Domates
36.97577,39.86773,2021-02-15,Buğday
36.85769,38.24328,2021-10-28,Buğday
37.73092,39.49688,2024-09-02,Domates
36.9941,38.45784,2024-11-23,Antep Fıstığı
37.32199,40.00996,2023-07-08,Nohut
37.25065,38.61892,2023-07-17,Biber
37.8764,39.83506,2024-09-26,Nohut
37.90008,38.69983,2021-08-20,Antep Fıstığı
36.78128,38.59977,2021-09-16,Pamuk
37.31646,37.99539,2024-11-05,Pamuk
36.67626,38.18136,2025-02-13,Arpa
36.67749,39.91109,2025-05-15,Domates
37.81386,38.94323,2024-12-07,Mercimek
37.81349,38.59593,2020-08-20,Mısır
36.78846,39.73379,2025-07-05,Arpa
37.9015,39.34033,2024-07-21,Nohut
37.65261,39.36724,2021-10-01,Arpa
37.01083,39.58259,2022-01-27,Mısır
36.7448,38.23585,2023-08-29,Biber
37.85499,37.86706,2021-07-08,Biber
37.41528,38.71007,2025-09-15,Antep Fıstığı
37.51322,37.81222,2022-05-30,Mercimek
37.83067,38.53599,2021-10-23,Domates
37.84703,40.24907,2024-12-28,Nohut
37.9478,38.47523,2024-09-20,Pamuk
36.77489,38.75584,2020-01-29,Mercimek
37.02059,38.69298,2021-05-06,Nohut
37.72223,39.68431,2024-11-03,Mısır
37.44925,40.21282,2021-05-11,Arpa
36.80136,37.88581,2020-11-23,Nohut
37.6367,38.96432,2021-12-24,Mısır
37.65577,39.43274,2023-10-11,Nohut
37.704,39.45819,2024-07-07,Antep Fıstığı
37.91492,38.3208,2023-04-26,Domates
37.06796,38.51216,2023-12-12,Mercimek
37.34465,39.93092,2021-04-02,Domates
37.24253,38.63986,2023-01-23,Antep Fıstığı
37.16468,38.04354,2022-03-14,Buğday
37.88853,38.13254,2023-11-16,Buğday
37.10295,39.96828,2025-02-10,Mısır
37.13014,39.27058,2022-11-25,Arpa
37.62584,39.15794,2025-07-02,Mercimek
37.13075,39.72361,2022-09-20,Mısır
36.95224,39.78851,2025-04-11,Biber
36.71658,39.20532,2024-03-11,Arpa
37.94871,38.96901,2020-08-07,Arpa
37.01749,39.51693,2021-12-09,Nohut
37.8309,39.11463,2024-10-21,Pamuk
37.43833,38.98304,2022-08-19,Biber
37.38784,39.93899,2025-01-31,Domates
37.41308,39.21587,2020-05-22,Domates
37.51122,38.87108,2021-12-18,Arpa
37.15757,40.15628,2020-07-03,Pamuk
37.86512,40.06183,2024-11-11,Arpa
37.19149,38.36914,2020-02-25,Biber
37.83351,37.91164,2024-09-12,Mercimek
37.07235,38.32444,2022-11-29,Biber
37.92474,39.47338,2021-04-06,Mısır
37.50524,39.33787,2022-03-23,Domates
37.39879,39.90907,2021-07-12,Antep Fıstığı
37.15512,38.48415,2024-07-17,Nohut
37.38244,38.12121,2022-04-01,Mercimek
37.0528,39.92357,2023-02-03,Biber
37.18029,39.56998,2025-11-02,Arpa
36.91191,39.0631,2021-06-12,Mercimek
37.43966,38.52099,2024-07-10,Antep Fıstığı
36.94019,39.67082,2020-01-31,Mercimek
37.01533,39.79882,2020-12-18,Biber
37.84857,38.41745,2024-12-21,Mercimek
37.32696,40.02645,2025-04-02,Domates
37.76898,39.19164,2020-02-06,Mısır
37.30879,39.31551,2020-10-24,Nohut
37.92457,39.10003,2025-02-20,Nohut
37.26522,39.40714,2022-04-28,Buğday
36.93373,37.89834,2025-07-29,Buğday
37.32623,39.45736,2020-08-25,Domates
37.26432,37.94418,2020-11-15,Domates
37.73135,39.08993,2022-10-24,Biber
37.13897,38.45795,2023-10-30,Mercimek
37.29394,38.19127,2024-02-06,Nohut
37.85873,38.5926,2023-03-08,Mısır
36.74163,39.33401,2023-02-10,Buğday
37.52113,39.03987,2020-02-07,Buğday
37.37411,39.21639,2022-10-21,Antep Fıstığı
36.90521,39.56628,2021-02-18,Antep Fıstığı
37.53484,40.0338,2021-11-24,Domates
36.88069,38.66695,2023-12-13,Pamuk
36.73417,39.97317,2024-08-10,Arpa
37.05438,38.38059,2020-04-20,Mısır
37.62546,38.52858,2022-01-14,Domates
36.659,38.43287,2022-07-05,Antep Fıstığı
36.91517,38.42479,2023-02-06,Arpa
37.41387,38.01419,2025-09-14,Antep Fıstığı
37.03019,39.93281,2024-09-04,Biber
37.63894,37.886,2022-12-18,Domates
36.92269,38.93884,2022-08-08,Domates
37.61953,38.86761,2020-05-23,Pamuk
37.21622,38.01284,2025-07-16,Nohut
37.89233,39.18411,2020-12-16,Mısır
37.32916,38.12161,2021-11-10,Arpa
37.19749,38.17559,2022-07-27,Biber
36.94576,39.481,2024-06-06,Arpa
37.04728,39.06246,2021-07-27,Pamuk
37.41705,38.93387,2023-04-11,Mercimek
37.59447,39.70379,2025-07-08,Pamuk
36.98209,40.22579,2021-02-15,Mercimek
36.74152,38.47382,2021-06-29,Pamuk
37.04423,39.34007,2023-04-07,Domates
37.79451,38.01708,2023-04-28,Arpa
37.88171,38.82225,2022-06-25,Nohut
36.74847,39.5266,2025-11-14,Antep Fıstığı
36.78374,38.97918,2021-06-08,Nohut
36.92329,39.12178,2025-03-11,Nohut
36.73726,38.99482,2021-10-22,Mercimek
36.68001,40.15523,2024-12-07,Antep Fıstığı
37.43898,39.02986,2021-04-13,Arpa
37.49028,39.98649,2023-06-16,Arpa
37.34277,38.2499,2020-03-17,Mısır
37.63372,39.5444,2020-02-25,Buğday
37.62084,38.57689,2020-02-17,Buğday
37.55326,38.59456,2024-05-26,Antep Fıstığı
37.86646,39.18501,2024-04-25,Nohut
37.37969,38.52688,2023-10-25,Nohut
37.80351,39.32335,2025-10-21,Buğday
37.17816,39.81041,2024-07-19,Arpa
36.93832,38.40818,2022-10-14,Mercimek
37.23398,38.07185,2025-07-18,Antep Fıstığı
36.86445,40.06795,2025-02-01,Arpa
37.07783,39.21934,2021-10-28,Mercimek
37.59365,38.56932,2021-06-19,Mercimek
37.88402,40.23609,2020-02-08,Biber
36.949,39.12791,2023-02-22,Pamuk
37.09732,38.69966,2024-01-20,Domates
37.57544,38.24904,2023-11-06,Pamuk
37.21723,38.69863,2020-08-04,Pamuk
37.563,37.85494,2024-11-14,Biber
37.37582,40.19427,2023-11-29,Nohut
37.58861,38.78113,2020-02-20,Buğday
37.09406,39.46631,2023-05-24,Domates
37.64888,38.18231,2023-08-12,Biber
37.82589,39.92565,2024-12-16,Domates
37.73387,39.60588,2021-10-25,Nohut
37.81942,39.90634,2022-01-20,Buğday
37.85003,40.15486,2020-01-05,Domates
37.76725,37.96086,2024-01-28,Buğday
37.31188,38.92193,2025-07-23,Mercimek
37.48659,38.49168,2022-02-09,Mısır
37.17251,39.58925,2023-05-22,Mısır
36.72333,38.6885,2022-11-09,Mercimek
37.69911,40.12623,2022-04-27,Buğday
37.19272,38.99349,2021-08-01,Arpa
37.01842,39.47313,2025-10-09,Nohut
37.92478,39.05742,2021-11-02,Nohut
36.68088,37.87469,2020-04-06,Mısır
36.97561,37.86523,2025-07-29,Antep Fıstığı
37.79947,39.93402,2025-01-11,Mısır
37.12077,38.93802,2022-11-09,Pamuk
37.39109,38.17829,2021-04-25,Mercimek
37.50381,38.71019,2023-08-01,Antep Fıstığı
36.96044,39.42188,2025-09-12,Domates
37.11518,40.17117,2025-12-24,Arpa
37.94183,38.00144,2022-05-15,Antep Fıstığı
37.04416,38.92082,2020-03-12,Domates
37.9484,38.37825,2023-03-05,Nohut
36.65779,38.56405,2024-12-01,Antep Fıstığı
37.37389,39.24842,2023-07-12,Domates
37.81175,38.24023,2022-12-13,Arpa
37.73804,40.16219,2021-03-18,Arpa
37.09476,39.74315,2024-06-23,Arpa
37.03167,39.59745,2021-01-19,Buğday
37.16418,38.80835,2025-04-30,Nohut
37.8123,40.05913,2023-07-06,Mercimek
37.66176,40.04088,2022-01-07,Pamuk
37.58605,39.47651,2022-10-29,Antep Fıstığı
37.57992,38.83183,2025-09-04,Arpa
37.90679,39.67152,2022-07-21,Mısır
36.71129,38.92157,2022-05-02,Mısır
37.06031,38.6719,2020-10-05,Arpa
36.85889,40.23734,2021-01-11,Antep Fıstığı
37.43624,39.68048,2023-10-18,Arpa
37.91673,39.34726,2025-06-16,Pamuk
36.8361,39.64824,2024-01-30,Pamuk
37.70348,37.99597,2020-01-31,Domates
37.35063,39.3249,2021-01-31,Mercimek
37.926,38.6654,2024-06-08,Antep Fıstığı
37.26615,38.34514,2024-11-09,Pamuk
37.91478,38.21354,2022-06-03,Arpa
37.58015,38.50571,2023-04-07,Antep Fıstığı
37.73205,38.01031,2025-12-15,Mısır
37.64133,37.84023,2024-12-20,Biber
37.52518,39.01796,2025-07-30,Arpa
36.75989,39.21349,2025-09-24,Antep Fıstığı
36.94724,38.68865,2020-06-03,Mercimek
36.81705,39.96665,2021-08-01,Buğday
36.92912,39.48217,2025-09-02,Nohut
36.90108,40.22179,2021-03-21,Arpa
37.41087,39.17252,2022-10-19,Domates
37.60835,39.30157,2022-04-13,Mısır
37.9373,38.39837,2020-01-02,Arpa
37.21241,37.87753,2020-01-03,Pamuk
36.69193,38.17151,2020-12-12,Pamuk
37.91274,38.48987,2022-08-07,Nohut
36.88646,38.97745,2021-02-09,Buğday
36.71864,38.95199,2024-07-13,Pamuk
37.17646,39.32198,2020-01-28,Pamuk
37.75639,38.08609,2022-10-06,Mısır
37.8469,38.47295,2022-09-25,Pamuk
37.31054,38.5074,2022-07-20,Pamuk
37.32076,39.14814,2024-01-09,Pamuk
37.18229,38.79032,2022-07-19,Arpa
36.66577,39.49807,2021-03-20,Antep Fıstığı
37.75167,38.44808,2023-12-06,Mısır
37.48701,38.72411,2021-07-23,Pamuk
37.12867,40.12384,2024-05-28,Antep Fıstığı
37.28027,39.41429,2020-06-15,Domates
37.94866,38.17988,2022-05-06,Mısır
37.81648,39.5049,2022-07-30,Domates
37.20588,40.15497,2025-06-01,Pamuk
37.55264,39.12488,2022-05-16,Nohut
37.12098,39.55507,2023-10-28,Antep Fıstığı
36.79886,39.5451,2025-09-30,Antep Fıstığı
37.88546,39.42163,2024-03-24,Buğday
36.71515,38.29568,2022-06-15,Nohut
37.63107,39.72842,2023-03-19,Pamuk
37.00958,39.65151,2023-03-11,Arpa
37.6234,39.39086,2023-08-20,Arpa
37.44722,38.60701,2020-03-21,Arpa
37.19234,38.43936,2025-07-29,Biber
37.6364,40.11519,2023-09-09,Domates
37.63069,40.03491,2021-09-27,Nohut
37.89637,39.09408,2020-10-25,Pamuk
37.11069,38.03383,2025-07-17,Arpa
37.91444,39.78595,2025-12-04,Nohut
36.86895,38.97602,2024-01-26,Mercimek
37.27953,37.96289,2023-07-22,Antep Fıstığı
37.16076,37.96467,2025-12-11,Domates
36.94403,37.90654,2020-10-01,Pamuk
36.6815,39.54571,2022-05-03,Buğday
37.65562,39.78078,2021-05-27,Pamuk
37.32884,38.2293,2022-09-03,Pamuk
37.635,38.27641,2025-10-11,Mercimek
37.93832,37.80474,2021-11-11,Biber
37.38688,38.0096,2024-09-20,Mercimek
37.0479,38.01913,2024-03-24,Domates
36.8886,39.10617,2021-09-21,Mercimek
37.75239,39.10475,2020-10-04,Antep Fıstığı
36.80848,38.10531,2020-08-22,Mısır
36.76798,39.39297,2024-08-13,Antep Fıstığı
37.44053,38.07383,2025-11-27,Antep Fıstığı
37.09461,39.43989,2024-12-01,Mercimek
36.97133,39.67759,2025-01-15,Nohut
37.92152,38.58067,2024-01-23,Pamuk
36.7573,40.05563,2025-11-06,Pamuk
37.08565,38.59018,2025-01-08,Nohut
36.68513,38.64991,2025-03-12,Buğday
37.79045,39.80329,2021-09-06,Biber
37.04359,40.17119,2020-05-11,Mısır
37.44367,39.16863,2022-01-21,Pamuk
36.90963,39.54995,2023-04-20,Buğday
37.24839,38.8855,2023-07-05,Mercimek
37.19975,37.96835,2023-11-08,Mısır
37.89543,39.09082,2022-11-24,Mercimek
37.75253,39.0961,2023-10-03,Antep Fıstığı
36.92191,38.5331,2020-06-04,Domates
37.02714,38.13833,2024-07-18,Mısır
37.13168,38.20665,2020-03-14,Mısır
37.69372,38.42415,2024-05-30,Domates
36.81609,38.79164,2023-08-06,Pamuk
37.20109,38.40564,2025-07-14,Arpa
37.0455,38.72325,2022-08-31,Domates
37.36655,38.04405,2022-02-27,Buğday
37.04686,38.69217,2022-11-07,Nohut
37.87926,39.48625,2021-02-14,Antep Fıstığı
36.92129,38.62169,2020-09-28,Biber
36.87828,38.61598,2022-07-17,Pamuk
37.90897,39.30315,2024-04-16,Mısır
37.68429,39.55364,2021-01-31,Domates
37.06919,38.23252,2021-09-13,Antep Fıstığı
36.83261,40.08612,2022-02-20,Mısır
37.37842,39.26869,2021-07-14,Domates
37.43809,39.39244,2024-06-19,Domates
37.46053,38.71389,2025-03-09,Arpa
37.32789,38.26048,2023-03-14,Domates
37.01256,38.66689,2024-01-17,Arpa
37.75803,39.45609,2024-03-10,Nohut
36.73849,38.49841,2025-12-14,Arpa
36.93969,39.6574,2025-03-31,Pamuk
37.81056,40.03267,2022-12-02,Mercimek
37.76915,39.50123,2022-05-15,Antep Fıstığı
37.41033,38.96465,2025-09-13,Antep Fıstığı
36.77275,38.52736,2024-05-06,Mısır
37.86818,39.31143,2021-09-12,Biber
36.97023,39.2859,2022-02-17,Pamuk
37.69408,39.07483,2025-03-18,Mısır
36.69231,38.12635,2022-07-29,Mercimek
37.38063,38.06154,2022-12-19,Nohut
37.02483,40.14516,2020-09-11,Nohut
37.46784,39.56314,2023-10-26,Buğday
37.90126,39.88225,2023-05-21,Mercimek
36.66494,38.51897,2022-12-17,Nohut
37.53421,38.17624,2025-12-29,Arpa
37.75943,38.55885,2020-05-28,Buğday
37.495,38.4775,2024-04-19,Antep Fıstığı
36.86599,38.25363,2024-04-20,Nohut
36.81701,39.93701,2024-07-16,Domates
37.40831,38.34593,2025-08-17,Buğday
36.82476,38.237,2020-02-02,Antep Fıstığı
37.03126,38.37702,2025-02-09,Antep Fıstığı
37.86103,39.155,2021-05-04,Domates
37.53195,38.69138,2021-01-16,Buğday
37.46363,40.05632,2025-01-25,Buğday
37.70074,39.84728,2020-01-05,Biber
37.10433,39.64332,2023-09-10,Pamuk
37.59625,39.54554,2023-08-09,Domates
37.2387,40.24605,2020-01-20,Arpa
36.66789,39.39706,2025-05-31,Arpa
37.50579,39.01966,2024-07-09,Buğday
36.70909,39.31169,2021-12-20,Mısır
37.35999,38.84946,2024-12-06,Mısır
36.97698,38.49713,2021-04-02,Antep Fıstığı
37.71696,40.17074,2023-04-14,Biber
36.67025,38.50533,2024-04-25,Nohut
36.9191,38.13597,2025-10-07,Pamuk
37.00331,39.14685,2024-11-27,Biber
37.05138,37.97457,2024-10-13,Mercimek
37.11945,39.54497,2025-05-24,Mısır
36.91212,38.16406,2022-01-08,Antep Fıstığı
36.79907,38.6612,2024-12-26,Antep Fıstığı
37.40829,39.17555,2021-11-30,Biber
37.07373,38.02605,2024-11-14,Buğday
36.89077,39.09019,2023-03-28,Biber
37.40278,39.19619,2024-12-03,Antep Fıstığı
37.16965,38.50036,2021-05-07,Biber
36.78367,39.11405,2021-02-21,Mısır
36.69412,39.79863,2024-10-20,Nohut
36.8925,37.96793,2020-07-19,Arpa
37.85785,38.46527,2022-11-01,Mısır
36.65978,39.60398,2020-07-19,Biber
36.68918,39.86581,2020-01-08,Biber
37.89802,38.42766,2023-05-09,Pamuk
37.20852,38.68478,2022-09-17,Biber
37.43602,38.60406,2021-06-03,Mercimek
36.84443,39.03563,2025-05-11,Buğday
37.90564,39.82333,2025-10-28,Nohut
37.76994,37.89427,2024-10-16,Pamuk
37.00434,39.05144,2023-10-07,Pamuk
37.54509,38.05371,2024-03-29,Antep Fıstığı
37.02098,38.90685,2022-05-08,Domates
37.16781,37.8272,2024-06-27,Arpa
37.17721,38.74346,2021-04-05,Domates
36.97256,37.91341,2023-07-11,Nohut
37.6587,38.33545,2025-01-28,Nohut
37.13279,37.95232,2024-08-14,Biber
37.82113,40.22545,2024-10-08,Antep Fıstığı
37.35051,38.81311,2023-05-08,Mercimek
37.76405,39.50673,2024-01-13,Buğday
37.54267,38.80784,2025-12-24,Domates
36.89538,37.93883,2021-09-19,Mısır
37.45075,39.06791,2023-06-12,Mısır
37.88792,39.37428,2023-03-04,Arpa
37.09472,40.05784,2023-01-21,Buğday
36.81118,39.52539,2020-03-20,Antep Fıstığı
37.12379,39.78434,2021-08-04,Pamuk
37.15703,38.98991,2020-09-12,Domates
37.67546,39.02984,2025-08-09,Pamuk
37.46789,39.56564,2023-05-07,Biber
37.21933,39.20337,2020-10-17,Mısır
37.64988,39.78658,2020-02-02,Mısır
37.88499,38.04546,2020-10-01,Biber
37.90765,40.13558,2023-04-08,Nohut
37.59476,40.1319,2020-08-23,Antep Fıstığı
37.22713,39.20722,2022-10-08,Antep Fıstığı
37.90693,39.02147,2024-05-07,Nohut
37.36136,38.77221,2025-07-06,Nohut
36.83536,38.74734,2021-04-27,Nohut
37.8796,37.80127,2024-06-02,Pamuk
36.69516,38.34252,2021-08-05,Pamuk
36.72903,39.93808,2020-04-26,Nohut
36.88881,39.33574,2023-12-21,Domates
37.7381,37.99427,2024-09-02,Domates
37.09171,39.54953,2025-04-18,Domates
37.08295,39.35357,2021-12-09,Mısır
37.29276,39.52243,2024-07-10,Mısır
37.31997,39.18686,2021-10-03,Biber
37.25314,40.20433,2023-12-29,Buğday
37.25526,38.39474,2022-12-23,Domates
37.32859,39.70985,2023-03-08,Buğday
37.6494,37.83975,2024-04-02,Mercimek
37.77405,38.0822,2024-11-16,Mısır
37.27683,39.96589,2024-07-29,Nohut
36.70823,39.02728,2025-10-01,Biber
37.03613,37.99889,2022-02-04,Biber
36.97311,40.20449,2025-12-29,Domates
37.59172,39.73716,2022-12-07,Domates
37.3682,38.60157,2022-07-21,Biber
36.72026,40.05909,2024-02-03,Mercimek
37.54623,40.17973,2020-01-01,Mercimek
36.66578,40.02046,2021-01-13,Domates
37.68647,38.44856,2021-11-11,Antep Fıstığı
37.68848,39.83821,2025-09-21,Pamuk
37.61503,39.19726,2023-12-26,Domates
37.77394,38.64466,2020-08-11,Mısır
37.85014,38.58623,2022-01-27,Biber
37.92022,38.39466,2023-12-21,Biber
37.22606,39.72754,2020-07-16,Pamuk
37.87649,38.56519,2025-01-01,Mısır
37.73965,39.49977,2022-11-04,Nohut
37.3544,39.0199,2023-03-19,Buğday
37.13882,38.1901,2020-01-27,Pamuk
37.25325,39.08279,2022-04-07,Nohut
37.26912,39.99118,2021-06-08,Buğday
37.23349,39.3606,2025-07-12,Nohut
37.88491,39.68824,2025-03-13,Buğday
37.36749,39.63899,2022-11-04,Domates
37.48496,40.1715,2025-02-25,Pamuk
36.79112,38.34298,2024-01-03,Mercimek
37.69383,38.0543,2023-06-18,Nohut
37.19827,38.71182,2022-11-09,Nohut
37.74716,39.71722,2021-04-06,Arpa
37.25588,38.91624,2024-07-16,Mercimek
37.41969,39.32622,2024-04-18,Buğday
36.68686,38.2643,2023-12-22,Mercimek
37.90119,39.01084,2020-12-07,Domates
36.6543,38.70648,2023-08-07,Buğday
37.62479,38.79282,2020-07-25,Biber
37.37897,40.17414,2025-07-06,Domates
36.7138,38.84793,2025-09-02,Buğday
37.01217,39.05541,2024-10-20,Domates
37.75211,38.4006,2021-10-24,Biber
37.17411,38.69977,2021-12-29,Nohut
37.90781,39.43774,2023-11-20,Antep Fıstığı
36.69013,39.85946,2020-08-27,Mercimek
37.61106,39.68468,2024-07-02,Buğday
37.30583,38.3283,2024-12-12,Domates
37.55391,38.82903,2025-10-02,Mercimek
37.86079,40.16548,2020-01-28,Arpa
37.65938,39.18512,2023-10-24,Mercimek
37.87604,38.67231,2025-03-31,Antep Fıstığı
37.13843,39.54334,2020-03-31,Biber
37.76572,38.52673,2023-01-02,Mercimek
37.21233,39.11104,2025-06-28,Mercimek
37.85394,39.94643,2025-11-07,Mercimek
37.42517,38.75576,2020-11-11,Domates
36.89876,39.74863,2021-06-14,Antep Fıstığı
37.4466,38.91,2025-03-17,Pamuk
37.86002,40.04817,2023-10-27,Buğday
36.91617,38.50932,2024-07-13,Domates
36.69125,39.30807,2021-12-05,Pamuk
37.40071,39.35028,2022-05-03,Biber
37.28047,39.3458,2024-08-08,Mercimek
36.71825,39.89644,2021-09-14,Mısır
